;mCPUE;bootstrapMean;median;Q025;Q975;BiasCQ025;BiasCQ075;sd
214;2.856702363;4.004353507;2.971138687;1.088640871;12.8013927;0.358562031;0.358562031;3.252377598
215;0.470841549;2.021365989;1.434313396;0.648391159;7.676553129;0.43940725;0.43940725;1.88215997
216;0.039021658;1.14025551;0.516479744;0.08774114;9.780390938;0;0;2.903262112
217;0.035877375;0.17835124;0.156277256;0;0.476973792;0;0;0.125015542
218;0;0.077938235;0.027912221;0;0.374550411;0;0.080552152;0.111633715
219;0;0;0;0;0;0;0;0
220;0.321697617;0.234683439;0.219478966;0.04063976;0.47677842;0.020630647;0.020630647;0.114470754
221;0;0;0;0;0;0;0;0
222;5.186275515;6.338618582;5.754025304;1.976164685;14.15029587;0.746757004;0.746757004;3.314958842
223;27.43109661;43.39930907;36.29608716;22.56255574;95.91414675;17.39001628;17.39001628;21.22144938
224;1.721131148;3.692310077;2.969828873;1.265581535;9.805616792;0.603977169;0.603977169;2.320315091
225;0.731104263;1.886162044;1.437007376;0.740814086;5.618355939;0.407919195;0.407919195;1.384561711
226;0.582177002;1.230784707;0.578373636;0.15950031;10.63827311;0.020446105;0.020446105;2.621912973
227;0.175952536;0.181845321;0.161737095;0.030669158;0.436002727;0;0;0.106789765
228;0;0.083603617;0.041159386;0;0.336873866;0;0.041159386;0.100057751
229;0;0;0;0;0;0;0;0
230;0.145504597;0.245407249;0.232652671;0.094711824;0.442801161;0.043866492;0.043866492;0.0969532
231;0;0;0;0;0;0;0;0
232;3.501183596;6.341165134;5.751199032;2.188086599;13.18033799;1.079552277;1.079552277;2.881054631
233;31.82521939;43.29475382;37.16476354;21.69461061;86.53220108;18.590232;18.590232;17.96457606
234;2.646833894;3.699622709;3.013573556;1.488691617;9.202235198;1.05718245;1.05718245;2.041552006
235;1.329155548;1.8804697;1.476903633;0.900521162;4.603980638;0.730802416;0.730802416;1.084295571
236;0.18695404;1.436181689;0.565687765;0.185212162;9.930373496;0.102493643;0.102493643;2.74228793
237;0.070636877;0.171799595;0.157252192;0.04877658;0.381490326;2.0112E-15;0.00012435;0.087579099
238;0.028161685;0.086833152;0.059233871;0;0.338903792;0;0.019949743;0.095278971
239;0;0;0;0;0;0;0;0
240;0.220476229;0.238078962;0.230237916;0.085838765;0.427149121;0.050006184;0.050006184;0.084338025
241;0;0;0;0;0;0;0;0
242;6.691606514;6.202081737;6.007531124;2.789085889;10.70731583;1.732347133;1.732347133;2.066414748
243;64.74423275;43.8263187;40.36482895;26.36507566;74.36431625;22.76381734;22.76381734;13.39021982
244;5.586656336;3.458306725;3.044949664;1.691233041;6.888777536;1.434361333;1.434361333;1.4818339
245;2.764730394;1.680936052;1.50789326;0.904360615;3.125882365;0.774964439;0.774964439;0.685131919
246;0.393288813;1.429339372;0.598835441;0.283541554;12.18686913;0.138219414;0.138219414;2.916058878
247;0.165906512;0.172979619;0.166390294;0.071051859;0.311352119;0.045152718;0.045152718;0.062202807
248;0.053719629;0.076733272;0.069107809;0;0.199227548;0;0;0.056815353
249;0;0;0;0;0;0;0;0
250;0.245621156;0.233491111;0.228957578;0.12047588;0.364077058;0.067818602;0.067818602;0.064503268
251;0;0;0;0;0;0;0;0
252;4.532828299;6.25172852;6.110539526;3.533814415;9.967366943;2.396147149;2.396147149;1.777870938
253;37.18380651;45.14732413;43.4760653;28.03034927;75.08362167;23.74030746;23.74030746;11.84682653
254;2.598172307;3.479567328;3.142353361;1.887957705;7.273093171;1.21808675;1.21808675;1.354111391
255;1.065330027;1.699788295;1.563235553;0.999029894;3.225000127;0.788945408;0.788945408;0.567182782
256;0.69269213;1.130229258;0.666140106;0.333384407;8.418135907;0.23669902;0.23669902;2.005216387
257;0.104076309;0.178791;0.176595346;0.086164605;0.302969721;0.053197;0.053197;0.055134287
258;0.022067185;0.073761069;0.06505122;0.009157592;0.182240102;0;0;0.044972739
259;0;0;0;0;0;0;0;0
260;0.21959354;0.228085952;0.226296278;0.136180609;0.327303566;0.094527396;0.094527396;0.051028668
261;0;0;0;0;0;0;0;0
262;4.770703172;6.305520201;6.22907835;3.661709325;9.876691267;3.184238528;3.184238528;1.556328596
263;37.08299256;45.29103032;43.50846522;30.46374572;67.65234027;25.45210091;25.45210091;10.0647847
264;2.725699622;3.335561151;3.112435026;1.966436329;5.70250971;1.578997905;1.578997905;1.04328941
265;1.190255324;1.623813001;1.522606917;1.055124092;2.770386036;0.938453768;0.938453768;0.447077035
266;0.553388795;0.96429165;0.707730146;0.368304641;6.28432095;0.261283892;0.261283892;1.555179846
267;0.168378309;0.176918528;0.174808216;0.10150856;0.269765653;0.071847403;0.071847403;0.044447458
268;0.010005412;0.073563523;0.069107376;0.01560167;0.149401286;0.006525268;0.006525268;0.034578116
269;0;0;0;0;0;0;0;0
270;0.20045033;0.227738022;0.225032959;0.151236183;0.314434931;0.12353559;0.12353559;0.042052215
271;0;0;0;0;0;0;0;0
272;8.589072737;6.253575967;6.067888081;3.995381272;9.304015654;2.9635255;2.9635255;1.392724387
273;55.28234999;44.94914855;43.87514205;32.19633273;64.68341465;25.93645541;25.93645541;8.602731153
274;4.811479889;3.339988891;3.163384437;2.093096613;5.311691955;1.860552069;1.860552069;0.92940884
275;2.11453983;1.615085577;1.538402177;1.095364141;2.513290184;0.888374634;0.888374634;0.365569671
276;0.822980292;0.761463182;0.737136181;0.386072273;0.986595752;0.301413406;0.301413406;0.684999991
277;0.157842863;0.175418059;0.172154303;0.109173402;0.260591726;0.083569445;0.083569445;0.038390988
278;0.01929728;0.075002606;0.070520996;0.012765056;0.155962347;0.001631317;0.001631317;0.035780391
279;0;0;0;0;0;0;0;0
280;0.252677517;0.22867086;0.227581085;0.157534345;0.304465258;0.120372618;0.120372618;0.037775924
281;0;0.085266229;0;0;0.858736427;0;0.494843707;0.228235909
282;30.41777721;36.54439306;28.91047456;12.38538656;114.177076;8.523006536;8.523006536;25.99047977
283;11.63610424;10.28745213;8.68975648;3.755542063;26.70772302;2.603174354;2.603174354;6.076572365
284;9.339135315;7.399200562;4.408374389;1.765669517;28.47942696;0.989774117;0.989774117;7.164303909
285;1.82555819;1.375193501;1.270117471;0.445891606;2.985628255;0.22256652;0.22256652;0.706177694
286;0.518515428;0.435011688;0.401542044;0.108164849;0.959721416;0.026100706;0.026100706;0.218139662
287;0.42897874;0.251268615;0.220122318;0.026410831;0.561915449;0;0;0.259668547
288;0;0.045735789;0.018524761;0;0.180704561;0;0.055574284;0.055602882
289;0.059452446;0.015811469;0;0;0.102676889;0;0.053507202;0.027289188
290;0.103153237;0.158624021;0.133830608;0;0.429849542;0;0;0.116005789
291;0;0.068996155;0;0;0.472838854;0;0.175523011;0.137342925
292;24.79720139;38.5267613;30.36320526;14.91473531;99.34240343;8.522710694;8.522710694;23.7614831
293;10.45067359;11.70538804;10.26509263;4.300170006;29.02289858;3.044851388;3.044851388;6.256370598
294;4.220178966;7.324709741;5.474426987;2.387662592;22.49915817;1.636636246;1.636636246;5.843536592
295;1.155890858;1.374357539;1.356217971;0.64296726;2.350559479;0.284318415;0.284318415;0.496926392
296;0.744934704;0.434465045;0.418591311;0.147338966;0.803973719;0.063698039;0.063698039;0.172137014
297;0.295959947;0.235732823;0.221099112;0.058871903;0.530321491;0.010289846;0.010289846;0.124563634
298;0.047153938;0.047331669;0.03821943;0;0.170528593;0;0.025934666;0.046675883
299;0.044156662;0.016926173;0;0;0.08135717;0;0.028816296;0.023637694
300;0.097256025;0.148162328;0.130830321;0.026215131;0.362680646;0;0;0.088191536
301;0.078206353;0.051172421;0;0;0.333629325;0;0.100888765;0.097193229
302;27.95720363;38.07640633;31.58953743;16.27455049;84.95542171;11.68668603;11.68668603;19.26511235
303;14.3482351;11.89538869;10.38388197;5.06509695;27.35791887;4.389304013;4.389304013;5.690177565
304;15.7513731;7.018711149;5.700386195;2.455413041;18.7741947;1.634591736;1.634591736;4.752148642
305;1.103482233;1.349652262;1.310691067;0.685549093;2.371442536;0.440554048;0.440554048;0.425919879
306;0.589471834;0.430234008;0.41935869;0.193883089;0.721218459;0.102847779;0.102847779;0.140593862
307;0.400056362;0.234222747;0.221625832;0.065664225;0.445295334;0.025870802;0.025870802;0.099841134
308;0.107486919;0.046018623;0.039344849;0;0.131966113;0;0.011658511;0.040213507
309;0.061175015;0.017794557;0.014863112;0;0.065674363;0;0.019949743;0.0203409
310;0.123730403;0.150712108;0.144805812;0.031271382;0.33812876;9.81186E-16;6.06654E-05;0.076425864
311;0.066032575;0.05137709;0.029999792;0;0.229742627;0;0.02603048;0.067633485
312;36.43410267;38.8645874;35.08117842;20.3827992;73.3852573;17.36109341;17.36109341;14.48103035
313;12.26686153;12.43722629;11.32736734;6.090382691;23.7577588;4.960742789;4.960742789;4.813104978
314;5.008876353;6.646678449;5.700003525;2.967407623;16.83611635;2.215908718;2.215908718;3.994717105
315;1.442771737;1.372102816;1.351579353;0.881559637;2.014692582;0.696816014;0.696816014;0.285229392
316;0.424165378;0.443273702;0.439469996;0.258001215;0.66447945;0.153422296;0.153422296;0.105447048
317;0.244468493;0.236321396;0.229726135;0.107113174;0.389104408;0.05540134;0.05540134;0.074243426
318;0.078568788;0.048401711;0.044215534;0;0.116663289;0;0;0.032331086
319;0.028676379;0.017461415;0.016582595;0;0.058272706;0;0.00617492;0.015881426
320;0.139950849;0.130232467;0.122284189;0.048941369;0.237829818;0.035856326;0.035856326;0.050923026
321;0.012567006;0.045575491;0.034461218;0;0.176168386;0;0.011843952;0.049642505
322;32.53774899;38.65129877;36.8333885;21.94232971;68.01109278;16.67805559;16.67805559;11.85253772
323;11.24556144;12.44406769;11.82738459;7.480157354;21.29770198;5.928504328;5.928504328;3.584480606
324;5.764584555;6.241962242;5.767688976;3.289779226;11.84025208;2.623623858;2.623623858;2.438017382
325;1.635228453;1.387719963;1.383977997;0.979504537;1.839977143;0.712739327;0.712739327;0.225100351
326;0.397789534;0.442924392;0.438755701;0.291228256;0.610911278;0.217376077;0.217376077;0.085101313
327;0.280353198;0.242422382;0.237062118;0.14092128;0.366042467;0.091542095;0.091542095;0.05871899
328;0.046335522;0.050107294;0.048503368;0.007581511;0.103474627;0;0;0.024418762
329;0.016045514;0.017350284;0.016045514;0;0.044390957;0;0;0.012560317
330;0.03906636;0.12192618;0.119418101;0.050634522;0.224650264;0.027758615;0.027758615;0.043981536
331;0.028506949;0.047064285;0.036950133;0;0.151418459;0;0;0.04244195
332;25.35005015;38.45539124;36.92415876;24.16582755;61.50930678;20.3757335;20.3757335;9.944350673
333;15.4792223;12.956812;12.53134769;8.055951151;20.12433858;6.935116885;6.935116885;3.337682412
334;8.219559279;6.062636104;5.725772875;3.493682221;10.16723263;2.605566726;2.605566726;1.857692329
335;1.591803651;1.417375684;1.401048548;1.059696159;1.854936839;0.880489369;0.880489369;0.204633129
336;0.457647256;0.440075624;0.43852071;0.312394754;0.569270984;0.262649504;0.262649504;0.071198481
337;0.208098193;0.250326975;0.248114876;0.151318979;0.352570263;0.118674936;0.118674936;0.05162742
338;0.056636325;0.055418727;0.054372965;0.015077551;0.102861941;0.003845886;0.003845886;0.022072371
339;0.028323356;0.019043203;0.017733389;0.002229467;0.042541609;0;0;0.010751418
340;0.155240241;0.109450254;0.10525156;0.052598191;0.196652169;0.034409181;0.034409181;0.035627831
341;0.066501984;0.041907277;0.033935746;0;0.122128511;0;0;0.031387856
342;39.26633902;38.53355337;36.94829995;24.17673714;62.7000725;19.62043566;19.62043566;9.752758614
343;16.56451755;13.32272388;12.97299749;8.372781179;20.09895038;6.836848879;6.836848879;2.901120584
344;3.704532713;6.114124549;5.927352109;3.693627587;10.15664887;3.138422927;3.138422927;1.696479671
345;1.37215832;1.419749448;1.415689325;1.079778506;1.760320713;0.976460443;0.976460443;0.177697407
346;0.402804421;0.443030827;0.443007314;0.312310591;0.58291439;0.269166017;0.269166017;0.068544124
347;0.207193321;0.251436541;0.250255746;0.162758481;0.345282702;0.127542652;0.127542652;0.048867323
348;0.073411776;0.057817233;0.056350419;0.022433316;0.098078732;0.002305304;0.002305304;0.020089262
349;0.033878818;0.019217646;0.018167898;0.003398234;0.040660666;0;0;0.009659457
350;0.114066993;0.104745124;0.102187168;0.051391314;0.174744013;0.032237159;0.032237159;0.031531192
351;0;0.104571339;0;0;0.858736427;0;0.533417456;0.283399005
352;30.41666395;39.24088469;29.57376374;12.13868981;117.282708;7.689679405;7.689679405;29.4959867
353;11.32801371;11.35319931;9.308115767;3.880687415;31.37534761;2.168456833;2.168456833;7.380879255
354;9.72086627;6.956959772;4.555013576;1.844627792;22.68182271;1.264066957;1.264066957;6.634484502
355;1.753031021;1.433156993;1.310425826;0.52017838;2.690950412;0.323401975;0.323401975;2.084615974
356;0.577967874;0.438527682;0.43025747;0.09461224;0.883366175;0;0;0.204725687
357;0.369526294;0.240832663;0.214234714;0.008265223;0.601456497;0;0;0.149895748
358;0;0.043504791;0.020068492;0;0.179386877;0;0.059452446;0.053990892
359;0.059452446;0.016013798;0;0;0.086448887;0;0.053507202;0.026788752
360;0.103153237;0.157629957;0.131212544;0;0.450642549;0;0;0.110257017
361;0;0.054737903;0;0;0.429368214;0;0.192672403;0.11807609
362;24.83194852;38.20526962;30.33367422;15.66458513;92.93193625;10.62892143;10.62892143;22.22716977
363;10.22769954;11.62868398;10.10805337;4.527164835;27.23680874;2.929757803;2.929757803;6.207601554
364;4.374792394;7.008061081;5.533701897;2.419532363;21.10642094;1.603837946;1.603837946;4.84291018
365;1.244383538;1.377877999;1.312938412;0.661796407;2.400750993;0.343340105;0.343340105;0.486411148
366;0.648896137;0.437301617;0.428944795;0.154971331;0.793241602;0.074003878;0.074003878;0.162241661
367;0.337119333;0.240667785;0.222662805;0.06627029;0.509050071;0.017400471;0.017400471;0.117947697
368;0.047153938;0.044027007;0.03821943;0;0.143574522;0;0.025934666;0.042777457
369;0.044156662;0.017139819;0;0;0.075767847;0;0.028816296;0.022123657
370;0.097256025;0.147667119;0.129675386;0.019923675;0.35850441;0;0;0.091517306
371;0.078206353;0.05576273;0;0;0.391886489;0;0.108676653;0.109335046
372;28.01668997;38.74681188;31.85799712;17.25561858;92.63987277;12.16717389;12.16717389;21.01835202
373;14.24428588;11.30585187;10.00038777;5.023502379;24.21805825;4.020391775;4.020391775;4.934996636
374;15.84014756;7.323987956;5.631048939;2.407074776;23.15192456;1.835860151;1.835860151;5.676318096
375;1.039353172;1.366895548;1.306614028;0.6715301;2.240127479;0.390714502;0.390714502;0.450249257
376;0.579563093;0.441208574;0.434376197;0.19211141;0.743738581;0.112068935;0.112068935;0.149029169
377;0.429782585;0.22873791;0.215565634;0.0669128;0.476633006;0.013630737;0.013630737;0.102933375
378;0.107486919;0.046282512;0.037049523;0;0.139069049;0;0.011788485;0.042331826
379;0.061175015;0.017042751;0.014080843;0;0.063444991;0;0.019949743;0.019614094
380;0.123730403;0.148386413;0.133391391;0.041157046;0.328120934;1.92254E-15;0.000118868;0.076950054
381;0.066032575;0.052822611;0.029685525;0;0.22933246;0;0.027147822;0.071508916
382;33.44320314;39.00979265;35.95444453;19.41206079;72.4325676;16.40685936;16.40685936;14.41646577
383;15.21041285;11.83962164;10.86843877;6.302698935;22.00701212;5.465000665;5.465000665;4.15013627
384;5.1035244;6.580944439;5.833911636;3.066814608;15.28377225;2.517663014;2.517663014;3.157594214
385;1.42936362;1.395067079;1.381337197;0.922031042;2.064499109;0.71238126;0.71238126;0.29922158
386;0.419267702;0.444200652;0.441207042;0.235743675;0.650683831;0.181918047;0.181918047;0.107070029
387;0.225536451;0.240674438;0.2344962;0.113661271;0.410001884;0.047007388;0.047007388;0.079060797
388;0.078568788;0.049289184;0.04444506;0;0.117594214;0;0;0.030010094
389;0.028676379;0.017713891;0.016214304;0;0.0513582;0;0.004777429;0.01473182
390;0.129888842;0.130609177;0.12103883;0.048791129;0.267131875;0.025666139;0.025666139;0.054612081
391;0.012567006;0.0445668;0.031226488;0;0.191578577;0;0.011886425;0.04900468
392;32.61919998;39.74814073;37.10017887;22.49186601;70.15350042;17.985214;17.985214;12.82557559
393;11.10170446;12.54728147;11.95962227;7.253955434;21.81143586;6.130361001;6.130361001;3.670654477
394;5.876161356;6.130795719;5.824603342;3.317087;10.50560638;2.37546447;2.37546447;2.088385449
395;1.584192139;1.388643678;1.380915109;0.997085114;1.844810821;0.826964566;0.826964566;0.214399344
396;0.403275819;0.444093246;0.436235769;0.29738572;0.617052709;0.198550932;0.198550932;0.084806093
397;0.27673241;0.244535626;0.243358523;0.132152928;0.372725336;0.098154547;0.098154547;0.061108629
398;0.046335522;0.052593746;0.051850549;0.008952121;0.104151958;0.002349155;0.002349155;0.025651003
399;0.016045514;0.018829233;0.017149744;0;0.046687948;0;0;0.012697045
400;0.03906636;0.11688011;0.112311152;0.044072678;0.215221613;0.023723682;0.023723682;0.044198914
401;0.028506949;0.042684666;0.033812754;0;0.128808791;0;0;0.036072842
402;25.1646388;37.98024021;36.34217653;21.98554789;61.70927401;18.30645975;18.30645975;10.70243636
403;15.68518922;13.08665047;12.67060251;8.008388371;20.66909682;7.056237582;7.056237582;3.211673658
404;8.236647407;6.207275545;5.864851376;3.718826795;9.82998168;3.323111019;3.323111019;1.835548259
405;1.558617313;1.390071479;1.385973751;1.050526016;1.784129288;0.907160355;0.907160355;0.196543215
406;0.441670992;0.437236532;0.435179188;0.313331204;0.568948355;0.254124189;0.254124189;0.068492165
407;0.232721884;0.250999736;0.250191032;0.156632965;0.355341554;0.112903069;0.112903069;0.052611009
408;0.056636325;0.055865244;0.054043833;0.014788054;0.106926734;0.005186933;0.005186933;0.024161514
409;0.028323356;0.018257979;0.016721;0;0.044273151;0;0;0.01126412
410;0.142135461;0.110702026;0.106691719;0.052809238;0.196168945;0.038414166;0.038414166;0.035359092
411;0.066501984;0.040271226;0.03348661;0;0.122801087;0;0;0.031974209
412;39.44101269;38.22482499;36.39198286;23.39911894;61.34431212;21.50119794;21.50119794;9.615260432
413;16.29417585;13.47847819;13.24652438;8.363362464;19.49960492;6.813510433;6.813510433;2.862566994
414;3.803240658;6.143998193;5.873139455;3.803060553;9.949246623;2.819779745;2.819779745;1.635940628
415;1.361830922;1.394607037;1.389234023;1.075760398;1.769337203;0.922530886;0.922530886;0.17539003
416;0.393847203;0.441831143;0.441806879;0.32969891;0.571677753;0.2744205;0.2744205;0.062996405
417;0.222319954;0.250970381;0.252388153;0.161376172;0.342883549;0.11206395;0.11206395;0.04625641
418;0.073411776;0.05538732;0.054145351;0.016348022;0.102479648;0.0066884;0.0066884;0.021504083
419;0.033878818;0.018403636;0.017426266;0.002229467;0.038965089;0;0;0.009782649
420;0.115185065;0.105577774;0.1014935;0.049538605;0.187511628;0.030259156;0.030259156;0.035494478
